Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude
San's Kitchen,"Biryani, South Indian",300," Jalahalli, Bangalore",3.6,5,3.9,35,https://www.zomato.com/bangalore/sans-kitchen-1-jalahalli-bangalore,"Muniswamappa Layout, 2nd Cross, Ambha Bhavani Temple Road, Chikkabettahalli, Vidyaranyapura, Near Jalahalli, Bangalore",9.19741E+11,13.0899795,77.54649717
Aishwarya Upahar,"South Indian, Chinese",150," Ulsoor, Bangalore",3.6,6,3.6,30,https://www.zomato.com/bangalore/aishwarya-upahar-ulsoor-bangalore,"04 & 05, Trinity Chruch Complex, MG Road, Ulsoor, Bangalore",9.19449E+11,12.97270404,77.62067903
Aarush's Food Plaza,"North Indian, Chinese",250," Banashankari, Bangalore",3.6,6,,9,https://www.zomato.com/bangalore/aarushs-food-plaza-banashankari,"41/10, Near PESIT Collage, 1st Cross, 8th Main Road, Dwarakanagar, Banashankari, Bangalore",9.19008E+11,12.93416358,77.53630579
The Spice Pot,Chinese,400," Electronic City, Bangalore",3.6,12,,10,https://www.zomato.com/bangalore/the-spice-pot-electronic-city-bangalore,"Parappana Agrahara Main Road, Near Happy Land Big Bazar, Electronic City, Bangalore",9.17205E+11,12.87762411,77.65500762
Ek Bite,"Fast Food, Beverages",400," HSR, Bangalore",3.6,5,3.9,27,https://www.zomato.com/bangalore/ek-bite-hsr-bangalore,"879/1, ITI Layout, 6th Cross, 10th Main, HSR, Bangalore",9.1702E+11,12.9011567,77.6408945
The Milkshake Theory,"Beverages, Desserts",400," Whitefield, Bangalore",3.6,9,3.9,1,https://www.zomato.com/bangalore/the-milkshake-theory-whitefield-bangalore,"43, 1st Floor, Kundalahalli Main Road, Silver Springs Layout, Whitefield, Bangalore",9.19736E+11,12.972116,77.711877
Akshaya Sweets & Chats,"Mithai, Street Food",200," Jayanagar, Bangalore",3.6,4,,7,https://www.zomato.com/bangalore/akshaya-sweets-chats-jayanagar-bangalore,"1004, 26th Main, 4th T Block, Opposite HDFC Bank, Jayanagar, Bangalore",9.19687E+11,12.92287148,77.59342209
Namma Kadai,South Indian,150," BTM, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/namma-kadai-btm-bangalore,"Opposite Life Care Hospital, 20th Main, 7th, Cross, BTM, Bangalore",9.19945E+11,12.91923304,77.61301897
Berry Box Cafe,"Fast Food, Sandwich",300," Bannerghatta Road, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/berry-box-cafe-bannerghatta-road-bangalore,"Near Maruthi Dental College & Reserch Centre, Hulimavu, Bannerghatta Road, Bangalore",9.19504E+11,12.86644254,77.60074016
Lazeez Fast Food,"North Indian, Chinese, Biryani, Rolls",300," New BEL Road, Bangalore",3.6,4,,0,https://www.zomato.com/bangalore/lazeez-fast-food-new-bel-road-bangalore,"3, 8th Cross, 1st Main Road MSR Nagar, Ppposite, MSR Ground, Mathikere, New Bel Roda, Bangalore",9.17412E+11,13.03414148,77.56645314
Savi Sagar,"North Indian, South Indian, Chinese, Street Food, Beverages",450," Seshadripuram, Bangalore",3.6,117,4,9355,https://www.zomato.com/bangalore/savi-sagar-seshadripuram-bangalore,"186/2, SC Road, Gubbi Veeranna Road, Near Natraj Theater, Seshadripuram, Bangalore",91806555727,12.98987089,77.57229768
Ambari - Shivas Gateway,"North Indian, South Indian, Chinese",1000," International Airport, Bangalore",3.6,82,,2,https://www.zomato.com/bangalore/ambari-shivas-gateway-international-airport,"36, Down Town Park, Siddhagiri Village, Near Sadahalli Gate, International Airport, Bangalore",9.19109E+11,13.19244018,77.64673166
Tasty Paradise,"North Indian, Mughlai, Chinese, Beverages",550," Malleshwaram, Bangalore",3.6,54,3.8,1058,https://www.zomato.com/bangalore/tasty-paradise-malleshwaram,"186/1, JC Complex, Sirur Park Road, Sheshadripuram, Malleshwaram, Bangalore",9.18024E+11,12.98996008,77.57265676
The Social Cafe,"Burger, Fast Food, Lebanese, North Indian, Chinese, Beverages",600," Hesaraghatta, Bangalore",3.6,9,3.5,411,https://www.zomato.com/bangalore/the-social-cafe-hesaraghatta-bangalore,"249, SG Arcade, 5th Phase, Kirloskar Layout, Hesaraghatta Main Road, Hesaraghatta, Bangalore",9.18123E+11,13.06719798,77.5007008
Tycoon,"Andhra, North Indian, Continental, Chinese, Beverages, Desserts",800," OSR Hotel, Rajarajeshwari Nagar, Bangalore",3.6,28,,0,https://www.zomato.com/bangalore/tycoon-rajarajeshwari-nagar,"First Floor, 60 Feet Road, BEML Layout, Rajarajeshwari Nagar, Bangalore",9.18029E+11,12.90572681,77.52105944
Millies Cookies,"Desserts, Beverages, Ice Cream",300," Phoenix Marketcity Bangalore, Whitefield, Bangalore",3.6,30,3.6,23,https://www.zomato.com/bangalore/millies-cookies-whitefield-bangalore,"Unit G-26, Lower Ground Floor, Phoenix Market City Mall, Whitefield, Bangalore",9.18067E+11,12.99704079,77.6966583
College Street,"North Indian, Chinese, Bengali",300," Yeshwantpur, Bangalore",3.6,12,3.6,379,https://www.zomato.com/bangalore/college-street-yeshwantpur-bangalore,"4/32-7, 1st Cross, Pipe Line, Kalyana Mantapa Road, Mathikere, Yeshwantpur, Bangalore",9.19743E+11,13.03558979,77.5630853
Waffle Cream Shakes,"Desserts, Ice Cream, Beverages",400," Koramangala 7th Block, Bangalore",3.6,25,4.2,129,https://www.zomato.com/bangalore/waffle-cream-shakes-koramangala-7th-block-bangalore,"335, Temple Tree Complex, KHB Colony, Someshwara Temple Road, Koramangala 7th Block, Bangalore",9.17893E+11,12.936443,77.614404
Mayur,"Andhra, North Indian, Chinese",500," BTM, Bangalore",3.6,29,3.9,191,https://www.zomato.com/bangalore/mayur-btm-bangalore,"321/3A, Sharif Complex, Opposite Madiwala Police Station, Hosur Main Road, Madiwala, BTM, Bangalore",9.19981E+11,12.92096763,77.62013454
Atithii,"North Indian, Bengali",750," Sahakara Nagar, Bangalore",3.6,78,3.9,1988,https://www.zomato.com/bangalore/atithii-sahakara-nagar-bangalore,"Site-2822, Khatha-2916/2822, Ground Floor, West Gate, Sahakara Nagar, Bangalore",9.1902E+11,13.059047,77.592125
The London Shakes 1950,"Beverages, Fast Food",200," Bommasandra, Bangalore",3.6,34,4,705,https://www.zomato.com/bangalore/the-london-shakes-1950-bommasandra-bangalore,"Shop 3, Survey 14, 1st Floor, Nandagokula Complex, Anekal Main Road, Iggaluru, Chandapura, Bommasandra, Bangalore",9.19449E+11,12.78836236,77.70449169
Punjabi's Food Corner,"Chinese, North Indian",300," CV Raman Nagar, Bangalore",3.6,126,3.7,13200,https://www.zomato.com/bangalore/punjabis-food-corner-cv-raman-nagar,"Krishnappa Garden, Near H P Office, CV Raman Nagar, Bangalore",9.19845E+11,12.97786386,77.6581401
The Shack,"North Indian, Chinese, Fast Food, Beverages",550," Hesaraghatta, Bangalore",3.6,241,3.6,10400,https://www.zomato.com/bangalore/the-shack-hesaraghatta-bangalore,"Janapriya Apartments, Main Road, Hesaraghatta, Bangalore",9.19844E+11,13.07364389,77.50264574
Navrang Kabab Korner,"North Indian, Mughlai, Chinese",500," Rajajinagar, Bangalore",3.6,221,3.8,2154,https://www.zomato.com/bangalore/navrang-kabab-korner-rajajinagar,"1000, 4th Block, Dr Rajkumar Road, Rajajinagar, Bangalore",9.18041E+11,12.99087319,77.55784258
Mama's Restaurant,"North Indian, Chinese, Biryani",500," Nagawara, Bangalore",3.6,99,4.1,4375,https://www.zomato.com/bangalore/mamas-restaurant-nagawara,"1, Gate 5, Near Manayata Tech Park, Rachenahalli Main Road, Thanisandra, Nagawara, Bangalore",9.19973E+11,13.05744732,77.62709521
Hyderabad Darbar,"Andhra, South Indian, Chinese",700," Electronic City, Bangalore",3.6,110,3.8,3878,https://www.zomato.com/bangalore/hyderabad-darbar-electronic-city,"127, KIADB Layout, Phase 2, Electronic City, Bangalore",9.179E+11,12.85285,77.675583
Andhra Ruchulu,"Andhra, Biryani, Chinese, North Indian",700," Old Airport Road, Bangalore",3.6,114,3.7,7619,https://www.zomato.com/bangalore/andhra-ruchulu-airport-road-bangalore,"8, N R Colony, B.D.A Main Road, Murugeshpalya, Old Airport Road, Bangalore",9.18044E+11,12.96080857,77.65723016
Taiyvan's,"Chinese, Thai, Seafood, Malaysian",500," RT Nagar, Bangalore",3.6,100,4.1,1002,https://www.zomato.com/bangalore/taiyvans-rt-nagar,"1/1, Third Floor, Near Bellary Road, CBI Road, Ganganagar, RT Nagar, Bangalore",9.18023E+11,13.02691941,77.58599505
Ghar Ke Phulke,North Indian,300," Whitefield, Bangalore",3.6,21,4.1,392,https://www.zomato.com/bangalore/ghar-ke-phulke-1-whitefield-bangalore,"19, Ground Floor, Ambedkar Circle, Nallurhalli, Whitefield, Bangalore",9.18211E+11,12.9691141,77.7352666
Olive Tree,"North Indian, Chinese",600," Majestic, Bangalore",3.6,64,,0,https://www.zomato.com/bangalore/olive-tree-majestic-bangalore,"19/6 Minetrva Mills Quarter, Ramachandrapura Majestic, Bangalore",9.19606E+11,12.9789931,77.5620598
The Happy Vegetarian,"North Indian, Chinese, Mughlai, Desserts, Beverages",600," Rajajinagar, Bangalore",3.6,47,4.1,218,https://www.zomato.com/bangalore/the-happy-vegetarian-1-rajajinagar-bangalore,"399/34, 19th Main, Near Navarang Theatre, 2nd Block, Rajajinagar, Bangalore",9.18065E+11,12.99827175,77.5509892
Muralikrishna,"Andhra, Chinese, North Indian",700," Bannerghatta Road, Bangalore",3.6,73,3.9,39,https://www.zomato.com/bangalore/muralikrishna-bannerghatta-road-bangalore,"10 & 11, CK Emerald, Ground Floor, Opposite Sony Center, Near Vegacity Mall, Bannerghatta Road, Bangalore",9.19513E+11,12.91023245,77.60041963
Puma Shuffle,"North Indian, Continental, Chinese, Finger Food, Salad",1600," Indiranagar, Bangalore",3.6,28,,0,https://www.zomato.com/bangalore/puma-shuffle-indiranagar-bangalore,"777/I, 2nd Floor, 100 Feet Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",9.18861E+11,12.967169,77.641344
Puma Shuffle,"North Indian, Continental, Chinese, Finger Food, Salad",1600," Indiranagar, Bangalore",3.6,28,,0,https://www.zomato.com/bangalore/puma-shuffle-indiranagar-bangalore,"777/I, 2nd Floor, 100 Feet Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bangalore",9.18861E+11,12.967169,77.641344
Al Madina Family Restaurant,"Arabian, North Indian, Chinese, Kerala, Desserts, Beverages, Juices",700," City Market, Bangalore",3.6,36,3.8,199,https://www.zomato.com/bangalore/al-madina-family-restaurant-2-city-market-bangalore,"127, NR Road, Near ICICI Bank Atm, KR Market, City Market, Bangalore",9.19513E+11,12.96364265,77.57771239
Bonsai,"Thai, Japanese, Malaysian",1700," ITPL Main Road, Whitefield, Bangalore",3.6,13,3.9,47,https://www.zomato.com/bangalore/bonsai-itpl-main-road-whitefield-bangalore,"Plot 7, 4th Floor, Trijal Commercial Space, Prasanth Layout, ITPL Main Road, Whitefield, Bangalore",9.19345E+11,12.98451889,77.74955649
Swizzle - WelcomHotel By ITC Hotels,Finger Food,2000," WelcomHotel By ITC Hotels, Richmond Road, Bangalore",3.6,26,,0,https://www.zomato.com/bangalore/swizzle-welcomhotel-by-itc-hotels-richmond-road-bangalore,"46, WelcomHotel By ITC Hotels, Richmond Road, Bangalore",9.18025E+11,12.96880364,77.61442143
La Zizone Restaurant And Cafe,"Fast Food, Chinese, North Indian, Biryani",500," Kammanahalli, Bangalore",3.6,37,3.9,139,https://www.zomato.com/bangalore/la-zizone-restaurant-and-cafe-kammanahalli-bangalore,"100, Masjid Street Rs Palya, Kammanahalli Main Road, Ms Nagar Post, Kammanahalli, Bangalore",9.19513E+11,13.00510232,77.63624556
Elixir,"North Indian, Chinese, Beverages, Mughlai, Desserts",900," KR Puram, Bangalore",3.6,22,3.5,77,https://www.zomato.com/bangalore/elixir-kr-puram-bangalore,"16 & 17, NH-75, Venkateshwara Layout, KR Puram, Bangalore",9.18792E+11,13.014457,77.701045
Hello Biriyani & Curries,"Biryani, Chinese, South Indian, Andhra",500," Electronic City, Bangalore",3.6,13,3.9,41,https://www.zomato.com/bangalore/hello-biriyani-curries-electronic-city-bangalore,"51/17, Godrej City Apartment, Doddathogur, Main Road, Opposite Passion Elite-2, Electronic City, Bangalore",9.19109E+11,12.85093298,77.65302848
Richerspoint,"Biryani, Chinese",400," KR Puram, Bangalore",3.6,17,3.1,31,https://www.zomato.com/bangalore/richerspoint-kr-puram-bangalore,"24, Ground Floor, 8th Cross, KR Puram, Bangalore",9.17411E+11,13.0141775,77.7042295
Risalo Restaurant,"North Indian, Chinese, Mughlai",600," Marathahalli, Bangalore",3.6,13,2.9,44,https://www.zomato.com/bangalore/risalo-restaurant-1-marathahalli-bangalore,"24/1, Ground Floor, Hotel Bangalore Inn, Ferns City Road Outer Ring Road, Doddanekundi, Marathahalli, Bangalore",9.18884E+11,12.9788221,77.69767888
Bollywood Grill,North Indian,1500," Hotel La Classic, Bangalore",3.6,6,,0,https://www.zomato.com/bangalore/bollywood-grill-bommasandra,"158, Hotel La Classic, Yedavanahalli, Attibele, Bommasandra, Bangalore",9.18039E+11,12.7837123,77.75704186
Take A Break,"North Indian, Chinese, Beverages",600," Shanti Nagar, Bangalore",3.6,8,,0,https://www.zomato.com/bangalore/take-a-break-shanti-nagar,"46, K.H Road, Opposite BMTC Bus Stand, Shanti Nagar, Bangalore",9.17407E+11,12.95398855,77.59125318
Desi Aahar,"North Indian, Chinese, Seafood",400," BTM, Bangalore",3.6,198,3.5,5493,https://www.zomato.com/bangalore/desi-aahar-btm-bangalore,"44, 1st Floor, Vysya Bank Colony, Entrance From Big Black Gate, 100 Feet Ring Road, Vijaya Bank ATM Building, 2nd Stage, BTM, Bangalore",9.18044E+11,12.91654747,77.60231663
Esfahan Restaurant,"North Indian, Biryani, Mughlai, Chinese",800," Electronic City, Bangalore",3.6,107,3.7,1502,https://www.zomato.com/bangalore/esfahan-restaurant-electronic-city,"175, 12th Cross Road, Neeladri Nagar, Electronic City, Bangalore",9.19732E+11,12.84033472,77.64747731
Wild Range Restaurant,"North Indian, Chinese, Mughlai, Biryani",550," Kammanahalli, Bangalore",3.6,68,3.8,1362,https://www.zomato.com/bangalore/wild-range-restaurant-1-kammanahalli,"87, Nehru Road, Kammanahalli, Bangalore",9.19633E+11,13.01456856,77.63531484
Foodyz,"North Indian, Chinese, Seafood, Mughlai",600," Hennur, Bangalore",3.6,54,3.8,866,https://www.zomato.com/bangalore/foodyz-hennur-bangalore,"245, Gubbi Cross, Hennur Bagalur Main Road, Opposite Gold Summit Apartment, Kothanur, Hennur, Bangalore",9.1805E+11,13.06770878,77.65151974
The Rasoi,"North Indian, Chinese, Hyderabadi",400," Seshadripuram, Bangalore",3.6,33,,0,https://www.zomato.com/bangalore/the-rasoi-seshadripuram-bangalore,"3, Nagappa Street, Near Swasthik Circle, Seshadripuram College Road, Seshadripuram, Bangalore",9.19886E+11,12.989045,77.57460605
New Andhra Spice,Andhra,600," BTM, Bangalore",3.6,26,4,232,https://www.zomato.com/bangalore/new-andhra-spice-1-btm-bangalore,"1, 1st G Cross, 19th Main, Taverekere Main Road, Near Gangotri Circle, 1st Stage, BTM, Bangalore",9.17997E+11,12.92007517,77.61238262
Sri Ganesha Upahar,"North Indian, Fast Food, South Indian, Street Food, Beverages",600," Rajajinagar, Bangalore",3.6,37,3.9,75,https://www.zomato.com/bangalore/sri-ganesha-upahar-rajajinagar-bangalore,"10th Main Road, 3rd Block, Besides Canara Bank, Rajajinagar, Bangalore",9.18023E+11,12.9878666,77.55597509
Zafron- The Resto Cafe,"Arabian, BBQ, North Indian, Chinese, Sandwich, Biryani, Rolls, Beverages",800," Kadubeesanahalli, Bangalore",3.6,40,,14,https://www.zomato.com/bangalore/zafron-the-resto-cafe-kadubeesanahalli-bangalore,"82, Kaverappa Layout, Panathur Main Road, Kadubeesanahalli, Bangalore",9.18042E+11,12.93772828,77.70083752
Rangamati Bengali Cuisine,"Bengali, North Indian, Chinese",350," Whitefield, Bangalore",3.6,17,3.3,257,https://www.zomato.com/bangalore/rangamati-bengali-cuisine-whitefield-bangalore,"8-9, Vijayalaxmi Colony, Kadugodi, Near Satya Sai Baba Ashram, Whitefield, Bangalore",9.16364E+11,12.9980153,77.75636729
Straws,"Fast Food, Beverages",200," BTM, Bangalore",3.6,33,3.2,37,https://www.zomato.com/bangalore/straws-btm-bangalore,"17D, BTM Layout, BTM, Bangalore",9.19895E+11,12.93961371,77.57540166
Dragon's Kitchen,Chinese,450," BTM, Bangalore",3.6,43,,0,https://www.zomato.com/bangalore/dragons-kitchen-btm,"38, 1st Floor, Eminence Landmark, 100 Feet Road, 1st Phase, 1st Stage, BTM, Bangalore",9.1807E+11,12.91619722,77.62178889
Bowls And Biryani,"North Indian, Bengali, Biryani, Desserts",500," Varthur Main Road, Whitefield, Bangalore",3.6,8,3.3,74,https://www.zomato.com/bangalore/bowls-and-biryani-varthur-main-road-whitefield-bangalore,"Survey 97, Thigalachowdadenahalli Village, Near Cool Street Car AC Services, Dommasandra, Varthur Main Road, Whitefield, Bangalore",9.1998E+11,12.88248071,77.75596026
New Chickpet Donne Biriyani Mane,"Biryani, Kebab",300," Whitefield, Bangalore",3.6,21,2.9,105,https://www.zomato.com/bangalore/new-chickpet-donne-biriyani-mane-whitefield-bangalore,"26, Aparaajita Building, Borewell Road, Opposite Whitefield Post Office, Whitefield, Bangalore",9.19009E+11,12.9566554,77.7455626
Heavenly Beijing,"Chinese, Thai, Beverages",700," Banaswadi, Bangalore",3.6,20,3.9,127,https://www.zomato.com/bangalore/heavenly-beijing-banaswadi-bangalore,"4C, 118, OMBR Layout, Banaswadi, Bangalore",9.19845E+11,13.01054076,77.64812406
Sadaf Restaurant,"North Indian, Chinese, Seafood, Beverages",300," Shivajinagar, Bangalore",3.6,19,3.6,311,https://www.zomato.com/bangalore/sadaf-restaurant-shivajinagar-bangalore,"5-7, Rajiv Gandhi Colony, HKP Road, Shivajinagar, Bangalore",9.17997E+11,12.98916196,77.60223817
Vijay Vihar,"South Indian, North Indian, Chinese",700," Vijay Residency, Bangalore",3.6,20,,0,https://www.zomato.com/bangalore/vijay-vihar-majestic,"Vijay Residency, 18, 3rd Main Road, Gandhinagar, Majestic, Bangalore",9.18022E+11,12.97637437,77.57846911
Food Paradise,"Chinese, North Indian, Fast Food",350," KR Puram, Bangalore",3.6,12,3.9,48,https://www.zomato.com/bangalore/food-paradise-kr-puram-bangalore,"5th Main Road, White City Layout, Seegehalli, Virgonagar, KR Puram, Bangalore",9.18892E+11,13.01653768,77.71579284
Hotel The Emirates,"North Indian, Chinese, Arabian, Lebanese, Kerala",600," BTM, Bangalore",3.6,14,,14,https://www.zomato.com/bangalore/hotel-the-emirates-2-btm-bangalore,"51/1-3, Madiwala, Opposite Anjaneya Temple, BTM, Bangalore",9.18792E+11,12.92227281,77.61982173
Aramane Brundavan,"Chinese, North Indian, South Indian, Fast Food",500," Rajajinagar, Bangalore",3.6,5,,0,https://www.zomato.com/bangalore/aramane-brundavan-rajajinagar-bangalore,"1869, 1st Main Road, Near Kuvempu Metro Station, Rajajinagar, Bangalore",9.19149E+11,12.99802673,77.55560327
Shivaji Kshatriya Restaurant,"South Indian, Chinese",550," New BEL Road, Bangalore",3.6,11,3.9,57,https://www.zomato.com/bangalore/shivaji-kshatriya-restaurant-new-bel-road-bangalore,"Thindlu Road, GD Layout, Doddabommasandra, Vidyaranyapura, New BEL Road, Bangalore",9.19484E+11,13.06897204,77.56136734
Akshaya Restaurant,"North Indian, Chinese",600," Yelahanka, Bangalore",3.6,6,3.8,60,https://www.zomato.com/bangalore/akshaya-restaurant-yelahanka-bangalore,"26, Doddaballapur Main Road Near Railwheel Axle Factory Yelahanka Bangalore",9.18278E+11,13.1059656,77.58197408
MM Bar & Restaurant,"South Indian, North Indian, Chinese",700," Shivajinagar, Bangalore",3.6,13,,0,https://www.zomato.com/bangalore/mm-bar-restaurant-shivajinagar-bangalore,"23, Meenakshi Koil Street, Opposite Shivajinagar Bus Stop, Shivajinagar, Bangalore",9.19844E+11,12.98407,77.60318667
Royal Paris,"North Indian, Arabian, Chinese",1000," BTM, Bangalore",3.6,87,3.8,151,https://www.zomato.com/bangalore/royal-paris-1-btm,"Opposite Federal Bank, Chocolate Factory Road, Tavarekere Main Road, BTM, Bangalore",9.18884E+11,12.92438547,77.60977887
Food Republic Resto,"North Indian, Chinese, Mughlai, Beverages",700," Kumaraswamy Layout, Bangalore",3.6,29,3.1,155,https://www.zomato.com/bangalore/food-republic-resto-kumaraswamy-layout,"2587/B, 2nd Stage, 18th Main Road, Kumaraswamy Layout, Bangalore",9.18147E+11,12.90180085,77.55829185
Swad Family Restaurant,"North Indian, Chinese",650," BTM, Bangalore",3.6,10,4,247,https://www.zomato.com/bangalore/swad-family-restaurant-btm-bangalore,"667, 2nd Floor, 29th Main Signal, BTM 2nd Stage, BTM, Bangalore",9.1902E+11,12.916306,77.615135
Swad Family Restaurant,"North Indian, Chinese",650," BTM, Bangalore",3.6,10,4,247,https://www.zomato.com/bangalore/swad-family-restaurant-btm-bangalore,"667, 2nd Floor, 29th Main Signal, BTM 2nd Stage, BTM, Bangalore",9.1902E+11,12.916306,77.615135
Whats Ap,Andhra,800," Whitefield, Bangalore",3.6,10,,0,https://www.zomato.com/bangalore/whats-ap-whitefield-bangalore,"1st Floor, Road Number 2, Vijayanagar, Kiadb Export Promotion Industrial Area, Whitefield, Bangalore",9.18074E+11,12.976909,77.726343
Taj Biriyani Paradise,"Biryani, North Indian",400," Peenya, Bangalore",3.6,24,3.9,1453,https://www.zomato.com/bangalore/taj-biriyani-paradise-1-peenya-bangalore,"117/1, 2nd Stage Bus Stop, Peenya, Bangalore",9.1962E+11,13.01103371,77.50712
